name,id,semsId,city,county,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,stateName,stateCode,npl
Industrial Excess Landfill,OHD000377911,504014,Uniontown,Stark,-81.404169,40.968331,1984-10-15,1986-06-10,2005-05-04,,,Ohio,OH,cleaning
Chemical & Minerals Reclamation,OHD980614549,504722,Cleveland,Cuyahoga,-81.725031,41.490361,1981-10-23,,1982-12-30,,1982-12-30,Ohio,OH,completed
Alsco Anaconda,OHD057243610,504385,Gnadenhutten,Tuscarawas,-81.440831,40.361111,1984-10-15,1986-06-10,1996-07-30,2001-09-06,2001-11-05,Ohio,OH,completed
"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",OHD093895787,504496,Dayton,Montgomery,-84.201531,39.716581,1984-10-15,1986-06-10,1998-09-23,,,Ohio,OH,cleaning
Republic Steel Corp. Quarry,OHD980903447,504850,Elyria,Lorain,-82.117839,41.356189,1984-10-15,1986-06-10,1992-12-31,2002-09-12,2002-11-12,Ohio,OH,completed
Ormet Corp.,OHD004379970,504223,Hannibal,Monroe,-80.841669,39.705,1985-09-18,1987-07-22,1998-08-04,,,Ohio,OH,cleaning
"TRW, Inc. (Minerva Plant)",OHD004179339,504128,Minerva,Stark,-81.09,40.745,1986-06-10,1989-03-31,1994-09-29,,,Ohio,OH,cleaning
Wright-Patterson Air Force Base,OH7571724312,504939,Dayton,"Greene, Montgomery",-84.0697,39.8071,1988-06-24,1989-10-04,1999-09-29,,,Ohio,OH,cleaning
Reilly Tar & Chemical Corp. (Dover Plant),OHD980610042,504620,Dover,Tuscarawas,-81.479,40.5175,1988-06-24,1990-08-30,2000-09-29,,,Ohio,OH,cleaning
Feed Materials Production Center (USDOE),OH6890008976,504934,Fernald,"Butler, Hamilton",-84.688331,39.29945,1989-07-14,1989-11-21,2006-12-20,,,Ohio,OH,cleaning
Mound Plant (USDOE),OH6890008984,504935,Miamisburg,Montgomery,-84.2862,39.6264,1989-07-14,1989-11-21,2009-09-28,,,Ohio,OH,cleaning
Dover Chemical Corp.,OHD004210563,504150,Dover,Tuscarawas,-81.494444,40.539823,1993-05-10,,,,,Ohio,OH,proposed
North Sanitary Landfill,OHD980611875,504693,Dayton,Montgomery,-84.1525,39.78611,1993-06-23,1994-05-31,2024-09-17,,,Ohio,OH,cleaning
Air Force Plant 85,OH1170090004,504928,Columbus,Franklin,-82.887221,39.987777,1994-01-18,,,,,Ohio,OH,proposed
Lammers Barrel,OHD981537582,504896,Beavercreek,Greene,-84.084306,39.726389,2002-09-05,2003-09-29,,,,Ohio,OH,listed
"Armco Inc., Hamilton Plant",OHD074705930,504438,Hamilton,Butler,-84.531,39.429861,2003-04-30,,,,,Ohio,OH,proposed
Peters Cartridge Factory,OHD987051083,507087,Kings Mills,Warren,-84.242222,39.350694,2003-04-30,2012-09-18,2016-09-16,,,Ohio,OH,cleaning
Copley Square Plaza,OH0000563122,507548,Copley,Summit,-81.617472,41.092839,2004-09-23,2005-04-27,,,,Ohio,OH,listed
South Dayton Dump & Landfill,OHD980611388,504661,Moraine,Montgomery,-84.219444,39.729444,2004-09-23,,,,,Ohio,OH,proposed
East Troy Contaminated Aquifer,OHSFN0507962,507962,Troy,Miami,-84.1961,40.0381,2007-09-19,2008-09-03,,,,Ohio,OH,listed
Behr Dayton Thermal System VOC Plume,OHN000510164,510164,Dayton,Montgomery,-84.179444,39.784444,2008-09-03,2009-04-09,,,,Ohio,OH,listed
New Carlisle Landfill,OHN000509238,509238,New Carlisle,Clark,-84.033694,39.923333,2008-09-03,2009-04-09,,,,Ohio,OH,listed
Little Scioto River,OHN000509950,509950,Marion Township,Marion,-83.183461,40.593061,2009-04-09,2009-09-23,,,,Ohio,OH,listed
Milford Contaminated Aquifer,OHSFN0507973,507973,Milford,Clermont,-84.293786,39.177814,2010-10-21,2011-03-10,,,,Ohio,OH,listed
West Troy Contaminated Aquifer,OHN000508132,508132,Troy,Miami,-84.208928,40.046408,2012-03-15,2012-09-18,,,,Ohio,OH,listed
Valley Pike VOCs,OHN000510489,510489,Riverside,Montgomery,-84.1325,39.797222,2016-04-07,2016-09-09,,,,Ohio,OH,listed
Donnelsville Contaminated Aquifer,OHN000510459,510459,Donnelsville,Clark,-83.948728,39.920558,2018-05-17,2018-09-13,,,,Ohio,OH,listed
Hardage/Criner,OKD000400093,600988,Criner,McClain,-97.5809,34.9764,1982-12-30,1983-09-08,1997-09-30,,,Oklahoma,OK,cleaning
Tar Creek (Ottawa County),OKD980629844,601269,Ottawa County,Ottawa,-94.841914,36.943603,1982-12-30,1983-09-08,,,,Oklahoma,OK,listed
Compass Industries (Avery Drive),OKD980620983,601258,Tulsa,Tulsa,-96.083339,36.126389,1983-09-08,1984-09-21,1992-06-30,2002-05-16,2002-07-18,Oklahoma,OK,completed
Sand Springs Petrochemical Complex,OKD980748446,601357,Sand Springs,Tulsa,-96.101389,36.130831,1983-09-08,1986-06-10,1997-09-30,1999-08-02,2000-03-17,Oklahoma,OK,completed
Tinker Air Force Base (Soldier Creek/Building 3001),OK1571724391,601510,Oklahoma City,Oklahoma,-97.401494,35.413973,1985-04-10,1987-07-22,,,,Oklahoma,OK,listed
Tenth Street Dump/Junkyard,OKD980620967,601256,Oklahoma City,Oklahoma,-97.451939,35.47805,1987-01-22,1987-07-22,1996-06-11,2000-05-01,2000-11-21,Oklahoma,OK,completed
Oklahoma Refining Co.,OKD091598870,601172,Cyril,Caddo,-98.193339,34.898331,1988-06-24,1990-02-21,,,,Oklahoma,OK,listed
Double Eagle Refinery Co.,OKD007188717,601029,Oklahoma City,Oklahoma,-97.478331,35.468331,1988-06-24,1989-03-31,1999-09-07,2008-06-13,2008-08-21,Oklahoma,OK,completed
Mosley Road Sanitary Landfill,OKD980620868,601251,Oklahoma City,Oklahoma,-97.414861,35.5025,1988-06-24,1990-02-21,2004-09-08,2013-08-12,2013-09-26,Oklahoma,OK,completed
Fourth Street Abandoned Refinery,OKD980696470,601297,Oklahoma City,Oklahoma,-97.473056,35.470278,1988-06-24,1989-03-31,1996-09-27,2008-06-13,2008-08-21,Oklahoma,OK,completed
National Zinc Corp.,OKD000829440,601010,Bartlesville,Washington,-95.995,36.746667,1993-05-10,,,,,Oklahoma,OK,proposed
Tulsa Fuel and Manufacturing,OKD987096195,604674,Collinsville,Tulsa,-95.848611,36.34625,1998-09-29,1999-01-19,2016-09-30,2020-07-16,2020-09-30,Oklahoma,OK,completed
Hudson Refinery,OKD082471988,601160,Cushing,Payne,-96.779722,35.985556,1999-04-23,1999-07-22,2010-11-23,,,Oklahoma,OK,cleaning
Imperial Refining Company,OK0002024099,605091,Ardmore,Carter,-97.107931,34.195486,2000-05-11,2000-07-27,2008-09-18,2013-08-05,2013-09-19,Oklahoma,OK,completed
Wilcox Oil Company,OK0001010917,604942,Creek County,Creek,-96.380193,35.840805,2013-05-24,2013-12-12,,,,Oklahoma,OK,listed
Eagle Industries,OKN000607068,607068,Midwest City,Oklahoma,-97.337507,35.435631,2017-08-03,2018-01-18,,,,Oklahoma,OK,listed
Henryetta Iron and Metal,OKN000607147,607147,Henryetta,Okmulgee,-95.999803,35.439996,2019-11-08,2020-09-03,,,,Oklahoma,OK,listed
Fansteel Metals/FMRI,OKD007221831,601045,Muskogee,Muskogee,-95.305086,35.7738,2023-03-29,2023-09-07,,,,Oklahoma,OK,listed
"Gould, Inc.",ORD095003687,1000455,Portland,Multnomah,-122.7483,45.5692,1982-12-30,1983-09-08,2000-09-28,2002-08-23,2002-09-30,Oregon,OR,completed
Teledyne Wah Chang,ORD050955848,1000421,Albany,Linn,-123.0633,44.66,1982-12-30,1983-09-08,2002-09-13,,,Oregon,OR,cleaning
Umatilla Army Depot (Lagoons),OR6213820917,1000546,Hermiston,Morrow,-119.45,45.836111,1984-10-15,1987-07-22,,,,Oregon,OR,listed
Tonolli Corp.,PAD073613663,301087,Nesquehoning,Carbon,-75.881111,40.850561,1988-06-24,1989-10-04,1999-12-13,,,Pennsylvania,PA,cleaning
Butz Landfill,PAD981034705,301833,Stroudsburg,Monroe,-75.3438,41.0335,1988-06-24,1989-03-31,2001-06-20,,,Pennsylvania,PA,cleaning
"Jacks Creek/Sitkin Smelting & Refining, Inc.",PAD980829493,301569,Maitland,Mifflin,-77.475281,40.641531,1988-06-24,1989-10-04,2004-12-23,,,Pennsylvania,PA,cleaning
Elizabethtown Landfill,PAD980539712,301361,Elizabethtown,Lancaster,-76.608189,40.132781,1988-06-24,1989-03-31,2023-06-09,,,Pennsylvania,PA,cleaning
A.I.W. Frank/Mid-County Mustang,PAD004351003,300773,Exton,Chester,-75.6032,40.031811,1988-06-24,1989-10-04,2000-11-08,,,Pennsylvania,PA,cleaning
Tobyhanna Army Depot,PA5213820892,302464,Tobyhanna,Monroe,-75.419439,41.19305,1989-07-14,1990-08-30,2000-09-28,,,Pennsylvania,PA,cleaning
Publicker Industries Inc.,PAD981939200,303196,Philadelphia,Philadelphia,-75.135281,39.90805,1989-05-05,1989-10-04,1997-12-02,2000-07-20,2000-11-01,Pennsylvania,PA,completed
Dublin TCE Site,PAD981740004,302401,Dublin Borough,Bucks,-75.204897,40.370892,1989-10-26,1990-08-30,,,,Pennsylvania,PA,listed
Ohio River Park,PAD980508816,301227,Neville Island,Allegheny,-80.1525,40.518611,1989-10-26,1990-08-30,1999-09-22,,,Pennsylvania,PA,cleaning
Crossley Farm,PAD981740061,302402,Hereford Township,Berks,-75.620611,40.435417,1991-07-29,1992-10-14,,,,Pennsylvania,PA,listed
"Rodale Manufacturing Co., Inc.",PAD981033285,301744,Emmaus Borough,Lehigh,-75.493333,40.531111,1991-07-29,1992-10-14,2003-09-29,,,Pennsylvania,PA,cleaning
"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",PAD980419097,301193,Upper Merion Township,Montgomery,-75.3425,40.081667,1992-02-07,1992-10-14,,,,Pennsylvania,PA,listed
Foote Mineral Co.,PAD077087989,301103,East Whiteland Township,Chester,-75.585278,40.04,1992-02-07,1992-10-14,2010-10-28,,,Pennsylvania,PA,cleaning
"Metropolitan Mirror and Glass Co., Inc.",PAD982366957,303257,Frackville,Schuylkill,-76.221667,40.775,1992-02-07,1992-10-14,1998-09-30,2005-06-17,2005-08-16,Pennsylvania,PA,completed
Austin Avenue Radiation Site,PAD987341716,304433,Delaware County,Delaware,-75.261944,39.943056,1992-02-07,1992-10-14,1999-09-27,2002-02-19,2002-04-18,Pennsylvania,PA,completed
UGI Columbia Gas Plant,PAD980539126,301328,Columbia,Lancaster,-76.498389,40.026207,1993-06-23,1994-05-31,2007-09-24,,,Pennsylvania,PA,cleaning
Navy Ships Parts Control Center,PA3170022104,302460,Mechanicsburg,Cumberland,-76.99361,40.223888,1994-01-18,1994-05-31,,,,Pennsylvania,PA,listed
Butler Mine Tunnel,PAD980508451,301208,Pittston,Luzerne,-75.7899,41.3268,1986-06-10,1987-07-22,2005-09-08,2021-05-14,2021-09-14,Pennsylvania,PA,completed
Willow Grove Naval Air and Air Reserve Station,PAD987277837,303820,Willow Grove,Montgomery,-75.1475,40.19222,1994-08-23,1995-09-29,,,,Pennsylvania,PA,listed
"Breslube-Penn, Inc",PAD089667695,301139,Coraopolis,Allegheny,-80.146389,40.501389,1995-10-02,1996-06-17,,,,Pennsylvania,PA,listed
Salford Quarry,PAD980693204,301486,Lower Salford Township,Montgomery,-75.382222,40.251944,1997-04-01,2009-09-23,,,,Pennsylvania,PA,listed
Sharon Steel Corp (Farrell Works Disposal Area),PAD001933175,300530,Hickory Township,Mercer,-80.510278,41.198611,1998-03-06,1998-07-28,,,,Pennsylvania,PA,listed
Old Wilmington Road Ground Water Contamination,PAD981938939,302420,Sadsburyville,Chester,-75.908333,39.995833,1999-07-22,2000-02-04,,,,Pennsylvania,PA,listed
Lower Darby Creek Area,PASFN0305521,305521,Darby Township,"Delaware, Philadelphia",-75.267778,39.885556,2000-05-11,2001-06-14,,,,Pennsylvania,PA,listed
Valmont TCE,PAD982363970,303307,West Hazleton,Luzerne,-76.015556,40.967778,2001-06-14,2001-09-13,2011-09-07,,,Pennsylvania,PA,cleaning
Watson Johnson Landfill,PAD980706824,301517,Richland Township,Bucks,-75.331861,40.460139,2001-06-14,2001-09-13,2019-03-25,,,Pennsylvania,PA,cleaning
Franklin Slag Pile (MDC),PASFN0305549,305549,Philadelphia,Philadelphia,-75.083889,39.983194,2001-09-13,2002-09-05,,,,Pennsylvania,PA,listed
Letterkenny Army Depot (PDO Area),PA2210090054,302458,Franklin County,Franklin,-77.64,40.0075,1987-07-22,1989-03-13,,,,Pennsylvania,PA,listed
Paoli Rail Yard,PAD980692594,301447,Paoli,Chester,-75.492919,40.043189,1988-06-24,1990-08-30,2005-07-12,,,Pennsylvania,PA,cleaning
Ryeland Road Arsenic,PAD981033459,301755,Heidelberg Township,Berks,-76.175361,40.35395,2004-03-08,2004-07-22,,,,Pennsylvania,PA,listed
Price Battery,PAN000305679,305679,Hamburg,Berks,-75.980228,40.549507,2004-09-23,2005-04-27,,,,Pennsylvania,PA,listed
Safety Light Corporation,PAD987295276,304257,Bloomsburg,Columbia,-76.376389,41.015278,2004-09-23,2005-04-27,,,,Pennsylvania,PA,listed
Jackson Ceramix,PAD001222025,300517,Falls Creek,Jefferson,-78.801944,41.139167,2005-04-27,2005-09-14,,,,Pennsylvania,PA,listed
Chem-Fab,PAD002323848,300563,Doylestown,Bucks,-75.136003,40.315958,2007-09-19,2008-03-19,,,,Pennsylvania,PA,listed
BoRit Asbestos,PAD981034887,301842,Ambler,Montgomery,-75.228625,40.153472,2008-09-03,2009-04-09,2018-06-28,,,Pennsylvania,PA,cleaning
Foster Wheeler Energy Corporation/Church Road TCE,PAD003031788,300671,Mountain Top,Luzerne,-75.878056,41.133056,2009-04-09,,,,,Pennsylvania,PA,proposed
Metro Container Corporation,PAD044545895,300939,Trainer,Delaware,-75.399047,39.824981,2011-09-16,2012-03-15,,,,Pennsylvania,PA,listed
Baghurst Drive,PAN000306939,306939,Harleysville,Montgomery,-75.455133,40.299483,2014-05-12,2014-09-22,,,,Pennsylvania,PA,listed
Former Exide Technologies Laureldale,PAN000305561,305561,Laureldale,Berks,-75.908119,40.381693,2023-09-07,2024-03-07,,,,Pennsylvania,PA,listed
Barceloneta Landfill,PRD980509129,202486,Florida Afuera,Florida,-66.547781,18.41055,1982-12-30,1983-09-08,2000-09-27,2011-08-18,2011-10-03,Puerto Rico,PR,completed
Frontera Creek,PRD980640965,202550,Rio Abajo,Humacao,-65.790281,18.15195,1982-12-30,1983-09-08,1997-09-30,1998-07-30,1998-12-29,Puerto Rico,PR,completed
GE Wiring Devices,PRD090282757,202464,Juana Diaz,Juana Diaz,-66.508889,18.059439,1982-12-30,1983-09-08,2000-06-20,2000-08-17,2000-10-16,Puerto Rico,PR,completed
Juncos Landfill,PRD980512362,202511,Juncos,Juncos,-65.9087,18.2232,1982-12-30,1983-09-08,2005-09-19,,,Puerto Rico,PR,cleaning
RCA Del Caribe,PRD090370537,202466,Barceloneta,Barceloneta,-66.580561,18.43,1982-12-30,1983-09-08,2000-09-06,2005-04-18,2005-06-17,Puerto Rico,PR,completed
Vega Alta Public Supply Wells,PRD980763775,202558,Vega Alta,Vega Alta,-66.330281,18.418061,1983-09-08,1984-09-21,2003-03-25,,,Puerto Rico,PR,cleaning
Upjohn Facility,PRD980301154,202480,Barceloneta,Barceloneta,-66.5901,18.4292,1983-09-08,1984-09-21,1998-09-09,,,Puerto Rico,PR,cleaning
Fibers Public Supply Wells,PRD980763783,202559,Jobos,Guayama,-66.1461,17.9632,1983-09-08,1984-09-21,1999-09-16,,,Puerto Rico,PR,cleaning
Naval Security Group Activity,PR4170027383,202698,Sabana Seca,Toa Baja,-66.190281,18.433061,1988-06-24,1989-10-04,1997-09-30,1998-07-30,1998-10-07,Puerto Rico,PR,completed
V&M/Albaladejo,PRD987366101,202869,Almirante Norte Ward,Vega Baja,-66.38,18.41,1996-06-17,1996-12-23,2000-09-29,2001-08-21,2001-10-22,Puerto Rico,PR,completed
Vega Baja Solid Waste Disposal,PRD980512669,202533,Rio Abajo Ward,Vega Baja,-66.389722,18.434306,1999-04-23,1999-07-22,2016-08-10,,,Puerto Rico,PR,cleaning
"Scorpio Recycling, Inc.",PRD987376662,203570,Candeleria Ward,Toa Baja,-66.231944,18.409167,1999-10-22,2000-02-04,,,,Puerto Rico,PR,listed
Pesticide Warehouse III,PRD987367299,202979,Manati,Manati,-66.458,18.429139,2002-09-05,2003-04-30,,,,Puerto Rico,PR,listed
Cidra Ground Water Contamination,PRN000204538,204538,Cidra,Cidra,-66.161944,18.175277,2004-03-08,2004-07-22,,,,Puerto Rico,PR,listed
Atlantic Fleet Weapons Training Area - Vieques,PRN000204694,204694,Vieques,Vieques,-65.3106,18.13058,2004-08-13,2005-02-11,,,,Puerto Rico,PR,listed
Pesticide Warehouse I,PRD987367349,202985,Arecibo,Arecibo,-66.6,18.435556,2004-09-23,2006-09-27,,,,Puerto Rico,PR,listed
Maunabo Area Ground Water Contamination,PRN000205831,205831,Maunabo,Maunabo,-65.901417,18.005611,2006-04-19,2006-09-27,2023-04-05,,,Puerto Rico,PR,cleaning
San German Ground Water Contamination,PRN000205957,205957,San German,San German,-67.035306,18.084472,2007-09-19,2008-03-19,,,,Puerto Rico,PR,listed
"Papelera Puertorriquena, Inc.",PRD090290685,205848,Utuado,Utuado,-66.694908,18.265194,2009-04-09,2009-09-23,,,,Puerto Rico,PR,listed
Cabo Rojo Ground Water Contamination,PRN000206319,206319,Cabo Rojo,Cabo Rojo,-67.148325,18.090725,2010-10-21,2011-03-10,,,,Puerto Rico,PR,listed
Hormigas Ground Water Plume,PRN000206359,206359,Caguas,Caguas,-66.101,18.2206,2010-10-21,2011-03-10,2017-07-05,2020-07-20,2020-09-18,Puerto Rico,PR,completed
Corozal Well,PRN000206452,206452,Corozal,Corozal,-66.286206,18.295711,2011-09-16,2012-03-15,2020-03-31,,,Puerto Rico,PR,cleaning
Dorado Ground Water Contamination,PRN000201872,201872,Dorado,Dorado,-66.27832042,18.42975602,2016-04-07,2016-09-09,,,,Puerto Rico,PR,listed
The Battery Recycling Company,PRR000004655,206263,Bo. Cambalache,Arecibo,-66.694097,18.453603,2016-09-09,2017-08-03,,,,Puerto Rico,PR,listed
PROTECO,PRD000831487,202756,Pe&ntilde;uelas,Pe&ntilde;uelas,-66.7003,18.0152,2018-05-17,2019-05-15,,,,Puerto Rico,PR,listed
Ochoa Fertilizer Co,PRD091171264,203717,Guanica,Guanica,-66.903427,17.965524,2021-09-09,2022-09-09,,,,Puerto Rico,PR,listed
Davis (GSR) Landfill,RID980731459,101292,Glocester,Providence,-71.588111,41.917469,1985-04-10,1986-06-10,1997-09-29,1999-06-17,1999-08-13,Rhode Island,RI,completed
Davis Liquid Waste,RID980523070,101283,Smithfield,Providence,-71.577769,41.922219,1982-12-30,1983-09-08,,,,Rhode Island,RI,listed
"Stamina Mills, Inc.",RID980731442,101291,North Smithfield,Providence,-71.5647,41.9964,1982-12-30,1983-09-08,2000-08-09,,,Rhode Island,RI,cleaning
"Landfill & Resource Recovery, Inc. (L&RR)",RID093212439,101265,North Smithfield,Providence,-71.589,41.9795,1982-12-30,1983-09-08,1997-02-24,,,Rhode Island,RI,cleaning
"Peterson/Puritan, Inc.",RID055176283,101247,"Cumberland, Lincoln",Providence,-71.4268,41.929581,1982-12-30,1983-09-08,,,,Rhode Island,RI,listed
Picillo Farm,RID980579056,101284,Coventry,Kent,-71.709169,41.671669,1982-12-30,1983-09-08,2003-09-03,,,Rhode Island,RI,cleaning
Western Sand & Gravel,RID009764929,101233,Burrillville,Providence,-71.595,41.9727,1982-12-30,1983-09-08,1992-12-22,,,Rhode Island,RI,cleaning
Central Landfill,RID980520183,101277,Johnston,Providence,-71.534719,41.808331,1984-10-15,1986-06-10,2006-09-28,,,Rhode Island,RI,cleaning
Rose Hill Regional Landfill,RID980521025,101279,South Kingstown,Washington,-71.491669,41.470831,1988-06-24,1989-10-04,2008-09-26,,,Rhode Island,RI,cleaning
Davisville Naval Construction Battalion Center,RI6170022036,101430,North Kingstown,Washington,-71.47422,41.6095,1989-07-14,1989-11-21,,,,Rhode Island,RI,listed
Newport Naval Education/Training Center,RI6170085470,101431,Newport,Newport,-71.293469,41.56445,1989-07-14,1989-11-21,,,,Rhode Island,RI,listed
West Kingston Town Dump/URI Disposal Area,RID981063993,101322,South Kingstown,Washington,-71.535278,41.496667,1991-07-29,1992-10-14,2009-09-29,,,Rhode Island,RI,cleaning
Centredale Manor Restoration Project,RID981203755,101388,North Providence,Providence,-71.48725,41.857667,1999-10-22,2000-02-04,,,,Rhode Island,RI,listed
"Carolawn, Inc.",SCD980558316,403388,Fort Lawn,Chester,-80.94305,34.686111,1982-12-30,1983-09-08,1998-05-18,,,South Carolina,SC,cleaning
SCRDI Bluff Road,SCD000622787,403212,Columbia,Richland,-80.90875,33.885419,1982-12-30,1983-09-08,1998-09-09,,,South Carolina,SC,cleaning
SCRDI Dixiana,SCD980711394,403402,Cayce,Lexington,-81.063889,33.90445,1982-12-30,1983-09-08,1992-09-23,,,South Carolina,SC,cleaning
Geiger (C & M Oil),SCD980711279,403400,Rantoules,Charleston,-80.159161,32.773611,1983-09-08,1984-09-21,1998-09-14,2013-11-05,2014-01-06,South Carolina,SC,completed
"Leonard Chemical Co., Inc.",SCD991279324,403481,Rock Hill,York,-80.904169,34.851669,1983-09-08,1984-09-21,,,,South Carolina,SC,listed
Independent Nail Co.,SCD004773644,403262,Beaufort,Beaufort,-80.741111,32.466389,1983-09-08,1984-09-21,1988-09-13,1995-01-13,1995-04-03,South Carolina,SC,completed
Kalama Specialty Chemicals,SCD094995503,403343,Beaufort,Beaufort,-80.7401,32.4734,1983-09-08,1984-09-21,1999-06-29,,,South Carolina,SC,cleaning
"Koppers Co., Inc. (Florence Plant)",SCD003353026,403251,Florence,Florence,-79.7229,34.2022,1983-09-08,1984-09-21,,2013-04-24,2013-09-13,South Carolina,SC,completed
Palmetto Wood Preserving,SCD003362217,403259,Dixiana,Lexington,-81.060281,33.920831,1983-09-08,1984-09-21,1997-09-30,,,South Carolina,SC,cleaning
"Wamchem, Inc.",SCD037405362,403275,Burton,Beaufort,-80.741669,32.497219,1983-09-08,1984-09-21,1997-09-30,,,South Carolina,SC,cleaning
Rochester Property,SCD980840698,403415,Travelers Rest,Greenville,-82.5015,34.9719,1986-06-10,1989-10-04,1995-10-16,2007-08-09,2007-10-09,South Carolina,SC,completed
Medley Farm Drum Dump,SCD980558142,403371,Gaffney,Cherokee,-81.6685,34.9805,1986-06-10,1989-03-31,1995-09-29,,,South Carolina,SC,cleaning
"Sangamo Weston, Inc./Twelve-Mile Creek/Lake Hartwell PCB Contamination",SCD003354412,403252,Pickens,Pickens,-82.7232,34.895,1987-01-22,1990-02-21,1999-08-09,,,South Carolina,SC,cleaning
"Palmetto Recycling, Inc.",SCD037398120,403274,Columbia,Richland,-81.0117,34.1228,1987-01-22,1987-07-22,1999-07-21,2000-08-14,2000-10-13,South Carolina,SC,completed
Golden Strip Septic Tank Service,SCD980799456,403404,Simpsonville,Greenville,-82.2466,34.785,1987-01-22,1987-07-22,1996-09-30,1998-07-09,1998-09-10,South Carolina,SC,completed
Rock Hill Chemical Co.,SCD980844005,403425,Rock Hill,York,-80.9985,34.9661,1988-06-24,1990-02-21,1996-12-31,,,South Carolina,SC,cleaning
Helena Chemical Co. Landfill,SCD058753971,403309,Fairfax,Allendale,-81.239,32.9412,1988-06-24,1990-02-21,1999-09-13,,,South Carolina,SC,cleaning
"Para-Chem Southern, Inc.",SCD002601656,403224,Simpsonville,Greenville,-82.233,34.7134,1989-10-26,1990-08-30,2000-09-01,,,South Carolina,SC,cleaning
Lexington County Landfill Area,SCD980558043,403362,Cayce,Lexington,-81.074169,33.919581,1988-06-24,1989-10-04,2001-09-19,,,South Carolina,SC,cleaning
