name,id,semsId,state,city,county,status,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,hasPartialDeletion
Rockaway Township Wells,NJD980654214,200775,New Jersey,Rockaway Township,Morris,NPL Site,-74.499169,40.913331,12/30/1982,9/8/1983,9/21/2005,,,TRUE
Rocky Hill Municipal Well,NJD980654156,200770,New Jersey,Rocky Hill Borough,Somerset,NPL Site,-74.6475,40.401669,12/30/1982,9/8/1983,8/24/2005,,,TRUE
Roebling Steel Co.,NJD073732257,200439,New Jersey,Florence,Burlington,NPL Site,-74.770839,40.120831,12/30/1982,9/8/1983,,,,TRUE
Sayreville Landfill,NJD980505754,200572,New Jersey,Sayreville,Middlesex,Deleted NPL Site,-74.358331,40.445561,12/30/1982,9/8/1983,9/28/1998,8/15/2011,9/29/2011,TRUE
Scientific Chemical Processing,NJD070565403,200431,New Jersey,Carlstadt,Bergen,NPL Site,-74.074329,40.82454,12/30/1982,9/8/1983,,,,TRUE
Sharkey Landfill,NJD980505762,200573,New Jersey,"Parsippany, Troy Hills",Morris,NPL Site,-74.3454,40.8501,12/30/1982,9/8/1983,3/9/2004,,,TRUE
South Brunswick Landfill,NJD980530679,200724,New Jersey,South Brunswick,Middlesex,Deleted NPL Site,-74.56805,40.402781,12/30/1982,9/8/1983,10/21/1993,11/6/1997,2/27/1998,TRUE
Spence Farm,NJD980532816,200739,New Jersey,Plumstead Township,Ocean,Deleted NPL Site,-74.5061,40.0789,12/30/1982,9/8/1983,2/28/1996,10/25/1996,3/3/1997,TRUE
Swope Oil & Chemical Co.,NJD041743220,200299,New Jersey,Pennsauken Township,Camden,NPL Site,-75.0347,39.9886,12/30/1982,9/8/1983,9/4/2015,,,TRUE
Syncon Resins,NJD064263817,200401,New Jersey,South Kearny,Hudson,NPL Site,-74.114719,40.737781,12/30/1982,9/8/1983,9/26/2019,,,TRUE
Ciba-Geigy Corp.,NJD001502517,200078,New Jersey,Toms River,Ocean,NPL Site,-74.2363,39.9867,12/30/1982,9/8/1983,9/26/2012,,,TRUE
Universal Oil Products (Chemical Division),NJD002005106,200101,New Jersey,East Rutherford,Bergen,NPL Site,-74.088889,40.83,12/30/1982,9/8/1983,,,,TRUE
U.S. Radium Corp.,NJD980654172,200772,New Jersey,Orange,Essex,NPL Site,-74.228611,40.781389,12/30/1982,9/8/1983,9/28/2006,,,TRUE
Vineland State School,NJD980529887,200675,New Jersey,Vineland,Cumberland,Deleted NPL Site,-74.991669,39.486111,12/30/1982,9/8/1983,9/2/1992,7/15/1996,5/7/1998,TRUE
Williams Property,NJD980529945,200678,New Jersey,Swainton,Cape May,NPL Site,-74.8004,39.1173,12/30/1982,9/8/1983,9/15/1995,,,TRUE
Woodland Route 72 Dump,NJD980505879,200581,New Jersey,Woodland Township,Burlington,NPL Site,-74.447781,39.821669,9/8/1983,9/21/1984,8/13/2004,,,TRUE
"Chemical Leaman Tank Lines, Inc.",NJD047321443,200327,New Jersey,Bridgeport,Gloucester,NPL Site,-75.332781,39.798331,9/8/1983,9/21/1984,9/9/2019,,,TRUE
Delilah Road,NJD980529002,200614,New Jersey,Egg Harbor Township,Atlantic,Deleted NPL Site,-74.545831,39.416669,9/8/1983,9/21/1984,8/29/2002,8/11/2009,10/13/2009,TRUE
De Rewal Chemical Co.,NJD980761373,200792,New Jersey,Kingwood Township,Hunterdon,NPL Site,-75.0614,40.5162,9/8/1983,9/21/1984,9/16/2003,,,TRUE
Diamond Alkali Co.,NJD980528996,200613,New Jersey,Newark,Essex,NPL Site,-74.136111,40.739719,9/8/1983,9/21/1984,,,,TRUE
Ewan Property,NJD980761365,200791,New Jersey,Shamong Township,Burlington,NPL Site,-74.719439,39.802781,9/8/1983,9/21/1984,9/27/1999,,,TRUE
"W.R. Grace & Co., Inc./Wayne Interim Storage Site (USDOE)",NJ1891837980,202931,New Jersey,Wayne Township,Passaic,Deleted NPL Site,-74.270327,40.969014,9/8/1983,9/21/1984,9/16/2003,8/20/2012,9/30/2012,TRUE
Hopkins Farm,NJD980532840,200742,New Jersey,Plumstead Township,Ocean,Deleted NPL Site,-74.4875,40.088889,9/8/1983,9/21/1984,9/27/1996,6/28/2002,8/27/2002,TRUE
Landfill & Development Co.,NJD048044325,200333,New Jersey,Mount Holly,Burlington,NPL Site,-74.770839,39.980561,9/8/1983,9/21/1984,9/27/2010,,,TRUE
Nascolite Corp.,NJD002362705,200202,New Jersey,Millville,Cumberland,NPL Site,-75.032781,39.422219,9/8/1983,9/21/1984,9/30/2003,,,TRUE
"Radiation Technology, Inc.",NJD047684451,200332,New Jersey,Rockaway Township,Morris,NPL Site,-74.50555,40.970831,9/8/1983,9/21/1984,,,,TRUE
Shieldalloy Corp.,NJD002365930,200203,New Jersey,Newfield Borough,Gloucester,NPL Site,-75.022219,39.543061,9/8/1983,9/21/1984,,,,TRUE
Upper Deerfield Township Sanitary Landfill,NJD980761399,200794,New Jersey,Upper Deerfield Township,Cumberland,Deleted NPL Site,-75.184719,39.494169,9/8/1983,9/21/1984,9/27/1993,4/10/2000,6/9/2000,TRUE
Wilson Farm,NJD980532824,200740,New Jersey,Plumstead Township,"Monmouth, Ocean",Deleted NPL Site,-74.445269,40.072219,9/8/1983,9/21/1984,8/2/1993,7/7/2009,9/8/2009,TRUE
Woodland Route 532 Dump,NJD980505887,200582,New Jersey,Woodland Township,Burlington,NPL Site,-74.492231,39.829169,9/8/1983,9/21/1984,12/31/2003,,,TRUE
"Vineland Chemical Co., Inc.",NJD002385664,200209,New Jersey,Vineland,Cumberland,NPL Site,-75.056661,39.510281,9/8/1983,9/21/1984,,,,TRUE
Cooper Road,NJD980761381,200793,New Jersey,Voorhees Township,Camden,Deleted NPL Site,-74.9455,39.8478,9/8/1983,9/21/1984,9/30/1987,10/19/1988,2/22/1989,TRUE
"Florence Land Recontouring, Inc., Landfill",NJD980529143,200625,New Jersey,Florence Township,Burlington,Deleted NPL Site,-74.773611,40.069439,9/8/1983,9/21/1984,9/25/1998,2/18/2004,5/13/2004,TRUE
Tabernacle Drum Dump,NJD980761357,200790,New Jersey,Tabernacle Township,Burlington,Deleted NPL Site,-74.700839,39.82,9/8/1983,9/21/1984,8/5/1993,9/24/2007,5/8/2008,TRUE
Ventron/Velsicol,NJD980529879,200674,New Jersey,Woodridge Borough,Bergen,NPL Site,-74.079439,40.84,9/8/1983,9/21/1984,,,,TRUE
Glen Ridge Radium Site,NJD980785646,200996,New Jersey,Glen Ridge,Essex,Deleted NPL Site,-74.2125,40.788189,10/15/1984,2/14/1985,9/15/2005,4/29/2009,9/2/2009,TRUE
Lodi Municipal Well,NJD980769301,200825,New Jersey,Lodi,Bergen,Deleted NPL Site,-74.093611,40.872919,10/15/1984,8/30/1990,9/27/1993,10/20/1998,12/29/1998,TRUE
Pomona Oaks Residential Wells,NJD980769350,200830,New Jersey,Galloway Township,Atlantic,Deleted NPL Site,-74.569439,39.477781,10/15/1984,6/10/1986,9/17/1992,7/15/1996,5/7/1998,TRUE
Cinnaminson Township (Block 702) Ground Water Contamination,NJD980785638,200995,New Jersey,Cinnaminson Township,Burlington,NPL Site,-74.9862,40.0175,10/15/1984,6/10/1986,,,,TRUE
Fried Industries,NJD041828906,200303,New Jersey,East Brunswick Township,Middlesex,NPL Site,-74.4412,40.4424,10/15/1984,6/10/1986,9/13/2012,,,TRUE
Montclair/West Orange Radium Site,NJD980785653,200997,New Jersey,"Montclair, West Orange",Essex,Deleted NPL Site,-74.2257,40.7929,10/15/1984,2/14/1985,9/15/2005,4/29/2009,9/2/2009,TRUE
"Waldick Aerospace Devices, Inc.",NJD054981337,200375,New Jersey,Wall Township,Monmouth,NPL Site,-74.0613,40.143,10/15/1984,6/10/1986,9/30/2008,,,TRUE
Naval Weapons Station Earle (Site A),NJ0170022172,201160,New Jersey,Colts Neck,Monmouth,NPL Site,-74.162919,40.264581,10/15/1984,8/30/1990,,,,TRUE
Naval Air Engineering Center,NJ7170023744,201174,New Jersey,Lakehurst,Ocean,NPL Site,-74.369161,40.029719,9/18/1985,7/22/1987,9/22/2004,,,TRUE
Fort Dix (Landfill Site),NJ2210020275,201164,New Jersey,Pemberton Township,Burlington,Deleted NPL Site,-74.6244,39.9801,10/15/1984,7/22/1987,9/10/1999,7/25/2012,9/24/2012,TRUE
"Monitor Devices, Inc./Intercircuits, Inc.",NJD980529408,200638,New Jersey,Wall Township,Monmouth,NPL Site,-74.119719,40.185281,4/10/1985,6/10/1986,9/26/2011,,,TRUE
Dayco Corp./L.E. Carpenter Co.,NJD002168748,200136,New Jersey,Wharton Borough,Morris,NPL Site,-74.5775,40.903331,4/10/1985,7/22/1987,,,,TRUE
Cosden Chemical Coatings Corp.,NJD000565531,200022,New Jersey,Beverly,Burlington,NPL Site,-74.925899,40.058183,1/22/1987,7/22/1987,9/24/2007,,,TRUE
"Curcio Scrap Metal, Inc.",NJD011717584,200273,New Jersey,Saddle Brook Township,Bergen,NPL Site,-74.1035,40.8907,1/22/1987,7/22/1987,9/30/1997,,,TRUE
Brook Industrial Park,NJD078251675,200450,New Jersey,Bound Brook,Somerset,NPL Site,-74.536111,40.560139,6/24/1988,10/4/1989,9/29/2006,,,TRUE
Pohatcong Valley Ground Water Contamination,NJD981179047,201075,New Jersey,Warren County,Warren,NPL Site,-75,40.75,6/24/1988,3/31/1989,3/24/2023,,,TRUE
"Kauffman & Minteer, Inc.",NJD002493054,200232,New Jersey,Jobstown,Burlington,NPL Site,-74.694,40.0363,6/24/1988,3/31/1989,,,,TRUE
Witco Chemical Corp. (Oakland Plant),NJD045653854,200316,New Jersey,Oakland,Bergen,Deleted NPL Site,-74.24375,41.00375,6/24/1988,10/4/1989,9/28/1992,11/18/1993,9/29/1995,TRUE
Picatinny Arsenal (USARMY),NJ3210020704,201168,New Jersey,Rockaway Township,Morris,NPL Site,-74.583339,40.916669,7/14/1989,2/21/1990,,,,TRUE
"AMP, Inc. (Glen Rock Facility)",PAD041421223,300911,Pennsylvania,Glen Rock,York,Deleted NPL Site,-76.6944,39.8218,6/24/1988,10/4/1989,12/14/1995,7/26/1996,10/2/1996,TRUE
South Jersey Clothing Co.,NJD980766828,200803,New Jersey,Minotola,Atlantic,NPL Site,-74.9491,39.5206,6/24/1988,10/4/1989,3/18/1999,,,TRUE
Industrial Latex Corp.,NJD981178411,201073,New Jersey,Wallington Borough,Bergen,Deleted NPL Site,-74.0991,40.8536,6/24/1988,3/31/1989,9/27/2001,12/9/2002,4/21/2003,TRUE
Higgins Disposal,NJD053102232,200359,New Jersey,Franklin Township,Somerset,NPL Site,-74.615281,40.3875,6/24/1988,8/30/1990,6/27/2006,,,TRUE
Higgins Farm,NJD981490261,201094,New Jersey,Franklin Township,Somerset,NPL Site,-74.602781,40.406389,6/24/1988,3/31/1989,9/25/1998,,,TRUE
Global Sanitary Landfill,NJD063160667,200398,New Jersey,Old Bridge Township,Middlesex,NPL Site,-74.286111,40.446389,6/24/1988,3/31/1989,1/16/2014,,,TRUE
Fulton Avenue,NY0000110247,203853,New York,North Hempstead,Nassau,NPL Site,-73.657844,40.737337,9/25/1997,3/6/1998,,,,TRUE
Garden State Cleaners Co.,NJD053280160,200362,New Jersey,Minotola,Atlantic,NPL Site,-74.94945,39.519031,6/24/1988,3/31/1989,3/18/1999,,,TRUE
Federal Aviation Administration Technical Center,NJ9690510020,201178,New Jersey,Atlantic County,Atlantic,NPL Site,-74.583339,39.458331,7/14/1989,8/30/1990,,,,TRUE
Chemical Insecticide Corp.,NJD980484653,200517,New Jersey,Edison Township,Middlesex,NPL Site,-74.368,40.5274,10/26/1989,8/30/1990,9/16/2005,,,TRUE
White Chemical Corp.,NJD980755623,203357,New Jersey,Newark,Essex,NPL Site,-74.198242,40.698484,5/9/1991,9/25/1991,,,,TRUE
Horseshoe Road,NJD980663678,200781,New Jersey,Sayreville,Middlesex,NPL Site,-74.319444,40.484722,5/10/1993,9/29/1995,7/25/2022,,,TRUE
Franklin Burn,NJD986570992,204087,New Jersey,Franklin Township,Gloucester,NPL Site,-75.025,39.594444,10/2/1995,6/17/1996,7/18/2003,,,TRUE
Welsbach & General Gas Mantle (Camden Radiation),NJD986620995,203580,New Jersey,"Camden, Gloucester City",Camden,NPL Site,-75.121944,39.919722,10/2/1995,6/17/1996,,,,TRUE
Grand Street Mercury,NJ0001327733,204030,New Jersey,Hoboken,Hudson,Deleted NPL Site,-74.034444,40.746111,12/23/1996,9/25/1997,9/19/2005,6/28/2007,9/18/2007,TRUE
"Cornell Dubilier Electronics, Inc.",NJD981557879,201112,New Jersey,South Plainfield,Middlesex,NPL Site,-74.414167,40.576389,9/25/1997,7/28/1998,,,,TRUE
LCP Chemicals Inc.,NJD079303020,200455,New Jersey,Linden,Union,NPL Site,-74.210278,40.6075,9/25/1997,7/28/1998,,,,TRUE
Puchack Well Field,NJD981084767,204096,New Jersey,Pennsauken Township,Camden,NPL Site,-75.051944,39.976667,9/25/1997,3/6/1998,,,,TRUE
Zschiegner Refining,NJD986643153,203757,New Jersey,Howell Township,Monmouth,NPL Site,-74.2,40.145833,9/25/1997,3/6/1998,8/22/2016,,,TRUE
Route 561 Dump,NJ0000453514,203909,New Jersey,Gibbsboro,Camden,Proposed NPL Site,-74.958333,39.83611,7/28/1998,,,,,TRUE
Federal Creosote,NJ0001900281,204097,New Jersey,Manville,Somerset,Deleted NPL Site,-74.584167,40.544444,7/28/1998,1/19/1999,3/31/2008,3/5/2014,6/18/2014,TRUE
Middlesex Sampling Plant (USDOE),NJ0890090012,202755,New Jersey,Middlesex,Middlesex,NPL Site,-74.493194,40.569806,9/29/1998,1/19/1999,,,,TRUE
United States Avenue Burn,NJ0001120799,204003,New Jersey,Gibbsboro,Camden,NPL Site,-74.963889,39.834167,9/29/1998,7/22/1999,,,,TRUE
Emmell's Septic Landfill,NJD980772727,200986,New Jersey,Galloway Township,Atlantic,NPL Site,-74.543611,39.500694,4/23/1999,7/22/1999,,,,TRUE
"Martin Aaron, Inc.",NJD014623854,200278,New Jersey,Camden,Camden,NPL Site,-75.119167,39.926111,4/23/1999,7/22/1999,,,,TRUE
Iceland Coin Laundry Area Ground Water Plume,NJ0001360882,204037,New Jersey,Vineland,Cumberland,NPL Site,-75.04725,39.45725,7/22/1999,10/22/1999,9/27/2007,,,TRUE
Lightman Drum Company,NJD014743678,200280,New Jersey,Winslow Township,Camden,NPL Site,-74.905917,39.729722,7/22/1999,10/22/1999,9/30/2021,,,TRUE
McGuire Air Force Base #1,NJ0570024018,201162,New Jersey,Wrightstown,Burlington,NPL Site,-74.593611,40.018056,7/22/1999,10/22/1999,,,,TRUE
Diamond Head Oil Refinery Div.,NJD092226000,200484,New Jersey,Kearny,Hudson,NPL Site,-74.132194,40.747222,7/27/2000,9/5/2002,,,,TRUE
Quanta Resources,NJD000606442,200034,New Jersey,Edgewater,Bergen,NPL Site,-73.989167,40.804306,1/11/2001,9/5/2002,,,,TRUE
Woodbrook Road Dump,NJSFN0204260,204260,New Jersey,South Plainfield,Middlesex,NPL Site,-74.402914,40.561564,9/13/2001,4/30/2003,,,,TRUE
Atlantic Resources Corporation,NJD981558430,201116,New Jersey,Sayreville,Middlesex,NPL Site,-74.319444,40.486111,9/13/2001,9/5/2002,7/25/2022,,,TRUE
White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,NJSFN0204241,204241,New Jersey,Wall Township,Monmouth,NPL Site,-74.063133,40.135444,4/30/2003,9/23/2004,,,,TRUE
Standard Chlorine,NJD002175057,200146,New Jersey,Kearny,Hudson,NPL Site,-74.097222,40.75,4/30/2003,9/19/2007,9/30/2022,,,TRUE
Rolling Knolls Landfill,NJD980505192,200542,New Jersey,Chatham Township,Morris,NPL Site,-74.447861,40.729528,4/30/2003,9/29/2003,,,,TRUE
Crown Vantage Landfill,NJN000204492,204492,New Jersey,Alexandria Township,Hunterdon,Deleted NPL Site,-75.078917,40.552028,9/23/2004,4/27/2005,9/10/2013,4/29/2015,8/28/2015,TRUE
Sherwin-Williams/Hilliards Creek,NJD980417976,200516,New Jersey,Gibbsboro,Camden,NPL Site,-74.964977,39.835526,4/19/2006,3/19/2008,,,,TRUE
"Matteo & Sons, Inc.",NJD011770013,204061,New Jersey,Thorofare,Gloucester,NPL Site,-75.168306,39.854722,4/19/2006,9/27/2006,,,,TRUE
Ringwood Mines/Landfill,NJD980529739,200663,New Jersey,Ringwood Borough,Passaic,NPL Site,-74.2725,41.136669,12/30/1982,9/8/1983,9/15/1993,12/8/1993,11/2/1994,TRUE
"Curtis Specialty Papers, Inc.",NJD057143984,203733,New Jersey,Milford,Hunterdon,NPL Site,-75.089842,40.561758,9/3/2008,9/23/2009,,,,TRUE
Raritan Bay Slag,NJN000206276,206276,New Jersey,"Old Bridge Township, Sayreville",Middlesex,NPL Site,-74.258017,40.464589,4/9/2009,11/4/2009,,,,TRUE
Mansfield Trail Dump,NJN000206345,206345,New Jersey,Byram,Sussex,NPL Site,-74.6995999,40.9289443,10/21/2010,3/10/2011,,,,TRUE
Garfield Ground Water Contamination,NJN000206317,206317,New Jersey,Garfield,Bergen,NPL Site,-74.106431,40.871858,3/10/2011,9/16/2011,,,,TRUE
Orange Valley Regional Ground Water Contamination,NJD002148799,203649,New Jersey,West Orange/Orange,Essex,NPL Site,-74.225267,40.779936,3/15/2012,9/18/2012,,,,TRUE
"Matlack, Inc.",NJD043584101,200307,New Jersey,Woolwich Township,Gloucester,NPL Site,-75.322169,39.763106,9/18/2012,5/24/2013,,,,TRUE
Riverside Industrial Park,NJSFN0204232,204232,New Jersey,Newark,Essex,NPL Site,-74.159084,40.765722,9/18/2012,5/24/2013,,,,TRUE
Pierson's Creek,NJD002144517,200114,New Jersey,Newark,Essex,NPL Site,-74.1452,40.7163,12/12/2013,9/22/2014,,,,TRUE
Unimatic Manufacturing Corporation,NJD002164796,206578,New Jersey,Fairfield,Essex,NPL Site,-74.269155,40.878792,12/12/2013,5/12/2014,,,,TRUE
Former Kil-Tone Company,NJN000200874,200874,New Jersey,Vineland,Cumberland,NPL Site,-75.025489,39.47841,9/30/2015,4/7/2016,,,,TRUE
Pioneer Metal Finishing Inc,NJD002360188,200200,New Jersey,Franklinville,Gloucester,NPL Site,-75.061474,39.616969,9/3/2020,9/9/2021,,,,TRUE
Lower Hackensack River,NJN000201845,201845,New Jersey,"Bergen, Hudson","Bergen, Hudson",NPL Site,-74.067175,40.800794,3/18/2022,9/9/2022,,,,TRUE
Historic Potteries,NJN000203535,203535,New Jersey,Trenton,Mercer,Proposed NPL Site,-74.739361,40.236541,9/5/2024,,,,,TRUE
AT & SF (Clovis),NMD043158591,600827,New Mexico,Clovis,Curry,Deleted NPL Site,-103.2117,34.378331,12/30/1982,9/8/1983,9/20/2000,1/16/2003,3/17/2003,TRUE
Homestake Mining Co.,NMD007860935,600816,New Mexico,Milan,Cibola,NPL Site,-107.8633,35.243331,12/30/1982,9/8/1983,9/20/1996,,,TRUE
South Valley,NMD980745558,600881,New Mexico,Albuquerque,Bernalillo,NPL Site,-106.6411,35.0441,12/30/1982,9/8/1983,9/30/1996,,,TRUE
United Nuclear Corp.,NMD030443303,600819,New Mexico,Church Rock,McKinley,NPL Site,-108.5,35.643331,12/30/1982,9/8/1983,9/29/1998,,,TRUE
Cimarron Mining Corp.,NMD980749378,600897,New Mexico,Carrizozo,Lincoln,Deleted NPL Site,-105.8647,33.643469,6/24/1988,10/4/1989,9/24/1992,8/5/2020,9/30/2020,TRUE
Prewitt Abandoned Refinery,NMD980622773,600877,New Mexico,Prewitt,McKinley,NPL Site,-108.0348,35.3596,6/24/1988,8/30/1990,8/22/1996,,,TRUE
Peter Cooper,NYD980530265,201887,New York,Gowanda,Cattaraugus,Deleted NPL Site,-78.927583,42.458778,9/25/1997,3/6/1998,9/17/2010,7/30/2019,9/30/2019,TRUE
Lehigh Valley Railroad,NYD986950251,203481,New York,Le Roy,Genesee,NPL Site,-77.933306,42.992028,7/28/1998,1/19/1999,,,,TRUE
Computer Circuits,NYD125499673,202636,New York,Hauppauge,Suffolk,NPL Site,-73.24611,40.813194,7/28/1998,5/10/1999,12/23/2008,,,TRUE
Hiteman Leather,NYD981560915,202360,New York,West Winfield,Herkimer,Deleted NPL Site,-75.195833,42.883333,9/29/1998,1/19/1999,9/30/2008,12/13/2011,2/13/2012,TRUE
Mohonk Road Industrial Plant,NYD986950012,203945,New York,High Falls,Ulster,NPL Site,-74.13444,41.816667,9/29/1998,1/19/1999,9/30/2008,,,TRUE
Smithtown Ground Water Contamination,NY0002318889,204148,New York,Smithtown,Suffolk,Deleted NPL Site,-73.174778,40.887806,9/29/1998,1/19/1999,9/29/2006,2/22/2023,8/16/2023,TRUE
Stanton Cleaners Area Ground Water Contamination,NYD047650197,204167,New York,Great Neck,Nassau,NPL Site,-73.734139,40.782361,1/19/1999,5/10/1999,12/11/2003,,,TRUE
Peter Cooper Corporation (Markhams),NYD980592547,202124,New York,Dayton,Cattaraugus,Deleted NPL Site,-79.012572,42.392897,4/23/1999,2/4/2000,11/25/2008,8/6/2010,9/20/2010,TRUE
Jackson Steel,NYD001344456,204218,New York,"Mineola, North Hempstead",Nassau,Deleted NPL Site,-73.652694,40.738806,10/22/1999,2/4/2000,8/30/2007,8/12/2016,9/26/2016,TRUE
"Lawrence Aviation Industries, Inc.",NYD002041531,201335,New York,Port Jefferson Station,Suffolk,NPL Site,-73.069194,40.928139,10/22/1999,2/4/2000,8/1/2014,,,TRUE
Old Roosevelt Field Contaminated Ground Water Area,NYSFN0204234,204234,New York,Garden City,Nassau,NPL Site,-73.618472,40.733611,2/4/2000,5/11/2000,,,,TRUE
Consolidated Iron and Metal,NY0002455756,204175,New York,Newburgh,Orange,Deleted NPL Site,-74.005639,41.498028,12/1/2000,6/14/2001,9/2/2010,10/1/2014,12/3/2014,TRUE
Shenandoah Road Ground Water Contamination,NYSFN0204269,204269,New York,East Fishkill,Dutchess,NPL Site,-73.792222,41.526111,1/11/2001,6/14/2001,9/26/2013,,,TRUE
"MacKenzie Chemical Works, Inc.",NYD980753420,202187,New York,Central Islip,Suffolk,NPL Site,-73.205278,40.788889,6/14/2001,9/13/2001,10/3/2006,,,TRUE
"Crown Cleaners of Watertown, Inc.",NYD986965333,204284,New York,Carthage,Jefferson,NPL Site,-75.651861,44.022944,9/13/2001,9/5/2002,2/1/2017,,,TRUE
Cayuga County Ground Water Contamination,NYN000204289,204289,New York,"Aurelius, Fleming, Springport",Cayuga,NPL Site,-76.6425,42.880556,9/13/2001,9/5/2002,,,,TRUE
Ellenville Scrap Iron and Metal,NYSFN0204190,204190,New York,Ellenville,Ulster,Deleted NPL Site,-74.4055,41.724028,9/13/2001,9/5/2002,9/30/2011,8/5/2019,9/24/2019,TRUE
Diaz Chemical Corporation,NYD067532580,203341,New York,Holley,Orleans,NPL Site,-78.029278,43.222944,3/8/2004,7/22/2004,,,,TRUE
Peninsula Boulevard Ground Water Plume,NYN000204407,204407,New York,Hewlett,Nassau,NPL Site,-73.706417,40.642806,3/8/2004,7/22/2004,,,,TRUE
Hopewell Precision Area Contamination,NYD066813064,201588,New York,Hopewell Junction,Dutchess,NPL Site,-73.781481,41.6116,9/23/2004,4/27/2005,,,,TRUE
Gowanus Canal,NYN000206222,206222,New York,Brooklyn,Kings,NPL Site,-73.987333,40.681639,4/9/2009,3/4/2010,,,,TRUE
Newtown Creek,NYN000206282,206282,New York,"Brooklyn, Queens","Kings, Queens",NPL Site,-73.930762,40.715192,9/23/2009,9/29/2010,,,,TRUE
Black River PCBs,NYN000206296,206296,New York,Town of Champion,Jefferson,NPL Site,-75.627753,43.984269,3/4/2010,9/29/2010,,,,TRUE
Dewey Loeffel Landfill,NYD000512335,201218,New York,Nassau,Rensselaer,NPL Site,-73.560496,42.560957,3/4/2010,3/10/2011,,,,TRUE
New Cassel/Hicksville Ground Water Contamination,NY0001095363,203974,New York,New Cassel/Hicksville,Nassau,NPL Site,-73.559781,40.752446,3/10/2011,9/16/2011,,,,TRUE
Eighteenmile Creek,NYN000206456,206456,New York,Lockport,Niagara,NPL Site,-78.689544,43.1813,9/16/2011,3/15/2012,,,,TRUE
Wolff-Alport Chemical Company,NYC200400810,206479,New York,Ridgewood,Queens,NPL Site,-73.901997,40.692672,12/12/2013,5/12/2014,,,,TRUE
Wappinger Creek,NYN000201758,201758,New York,Dutchess County,Dutchess,NPL Site,-73.927136,41.597684,4/7/2016,9/9/2016,,,,TRUE
Saint-Gobain Performance Plastics,NYD004986741,202702,New York,Village of Hoosick Falls,Rensselaer,NPL Site,-73.3566,42.8943,9/9/2016,8/3/2017,,,,TRUE
Magna Metals,NYD001394881,201321,New York,Cortlandt Manor,Westchester,NPL Site,-73.8704,41.2745,9/13/2018,5/15/2019,,,,TRUE
Arsenic Mine,NYD982531469,202816,New York,Kent,Putnam,NPL Site,-73.715285,41.457972,6/3/2019,11/8/2019,,,,TRUE
Meeker Avenue Plume,NYN000203407,203407,New York,Brooklyn,Kings,NPL Site,-73.935904,40.725409,9/9/2021,3/16/2022,,,,TRUE
Brillo Landfill,NYN000203129,203129,New York,Victory,Cayuga,NPL Site,-76.613503,43.170353,3/18/2022,9/9/2022,,,,TRUE
Allied Chemical & Ironton Coke,OHD043730217,504336,Ohio,Ironton,Lawrence,NPL Site,-82.658,38.5057,12/30/1982,9/8/1983,9/29/2016,,,TRUE
